post_id,path,date,time,rubric,status,topic,title,tier,timezone,cultural_zone,factcheck_confidence,visual_status
SW-18.01-11-00-HolidayTaste-BlackTruffle,2026/01/18/SW-18.01-11-00-HolidayTaste-BlackTruffle.md,2026-01-18,11:01,"HolidayTaste, BlackTruffle, ChocolateTruffle, Fungus, Umami, Luxury, History, France, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,HOLIDAY TASTE: ЧОРНИЙ ТРЮФЕЛЬ. ДІАМАНТ КУХНІ ТА АРОМАТ ТЕМРЯВИ.,,,Europe/Riga,,,
SW-18.01-13-00-TextureSync-CoffeeAndChocolate,2026/01/18/SW-18.01-13-00-TextureSync-CoffeeAndChocolate.md,2026-01-18,13:01,"TextureSync, Coffee, Chocolate, Pairing, MeltingPoint, Caffeine, Theobromine, History, Ritual, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,TEXTURE SYNC: КОФЕ И ШОКОЛАД. ЧЕРНОЕ НА ЧЕРНОМ.,,,Europe/Riga,,,
SW-18.01-14-00-TraditionRecipe-CharcoalCookies,2026/01/18/SW-18.01-14-00-TraditionRecipe-CharcoalCookies.md,2026-01-18,14:01,"TraditionRecipe, CharcoalCookies, Coal, ActivatedCharcoal, Miners, Epiphany, History, Detox, Recipe, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,TRADITION RECIPE: ВУГІЛЬНЕ ПЕЧИВО. ЧОРНЕ ЗОЛОТО ШАХТАРІВ І ТРЕНД XXI СТОЛІТТЯ.,,,Europe/Riga,,,
SW-18.01-17-00-SweetHistory-Licorice,2026/01/18/SW-18.01-17-00-SweetHistory-Licorice.md,2026-01-18,17:01,"SweetHistory, Licorice, Salmiak, Scandinavia, Root, Medicine, Candy, History, Taste, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,SWEET HISTORY: ЛАКРИЦА. ЧЕРНОЕ ЗОЛОТО СКАНДИНАВИИ ИЛИ ВКУСОВОЙ ШОК.,,,Europe/Riga,,,
SW-18.01-20-00-NightTreat-BlackberryChocolate,2026/01/18/SW-18.01-20-00-NightTreat-BlackberryChocolate.md,2026-01-18,20:01,"NightTreat, Blackberry, DarkChocolate, PurpleFood, Antioxidants, Ritual, Taste, History, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,NIGHT TREAT: ОЖИНА В ШОКОЛАДІ. КОРОЛІВСЬКИЙ ПУРПУР І НІЧНА СВІЖІСТЬ.,,,Europe/Riga,,,
AC-19.01-09-00-Greeting-BlueMonday,2026/01/19/AC-19.01-09-00-Greeting-BlueMonday.md,2026-01-19,09:01,"Greeting, BlueMonday, Sadness, Melancholy, Psychology, ColorBlue, WinterBlues, History, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,GREETING: СИНИЙ ПОНЕДЕЛЬНИК. САМЫЙ ГРУСТНЫЙ ДЕНЬ В ГОДУ ИЛИ PR-ХОД?,,,Europe/Riga,,,
AC-19.01-10-00-AncientMemory-EdgarAllanPoe,2026/01/19/AC-19.01-10-00-AncientMemory-EdgarAllanPoe.md,2026-01-19,10:01,"AncientMemory, EdgarAllanPoe, Birthday, Raven, Gothic, Horror, Detective, Literature, History, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,ANCIENT MEMORY: ЕДГАР АЛЛАН ПО. АРХІТЕКТОР ЖАХУ І БАТЬКО ДЕТЕКТИВУ.,,,Europe/Riga,,,
AC-19.01-12-00-VisualArchetype-BlueColor,2026/01/19/AC-19.01-12-00-VisualArchetype-BlueColor.md,2026-01-19,12:01,"VisualArchetype, BlueColor, ArtHistory, Ultramarine, YvesKlein, Picasso, VanGogh, Psychology, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,VISUAL ARCHETYPE: СИНИЙ ЦВЕТ В ИСКУССТВЕ. ОТ УЛЬТРАМАРИНА ДО ЭЛЕКТРИКА.,,,Europe/Riga,,,
AC-19.01-15-00-SacredSense-PurificationByTears,2026/01/19/AC-19.01-15-00-SacredSense-PurificationByTears.md,2026-01-19,15:01,"SacredSense, Tears, Purification, Catharsis, Psychology, Biology, BlueMonday, Melancholy, History, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,SACRED SENSE: ОЧИЩЕННЯ СЛЬОЗАМИ. КАТАРСИС І БІОХІМІЯ ПОЛЕГШЕННЯ.,,,Europe/Riga,,,
AC-19.01-18-00-Symbolism-Raven,2026/01/19/AC-19.01-18-00-Symbolism-Raven.md,2026-01-19,18:01,"Symbolism, Raven, Crow, EdgarAllanPoe, Odin, HuginAndMunin, Alchemy, Death, Wisdom, History, Mythology, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,"SYMBOLISM: ВОРОН. МУДРОСТЬ, ПАМЯТЬ И ПОСРЕДНИК МЕЖДУ МИРАМИ.",,,Europe/Riga,,,
AC-19.01-21-00-NightReflection-BeautyOfSadness,2026/01/19/AC-19.01-21-00-NightReflection-BeautyOfSadness.md,2026-01-19,21:01,"NightReflection, Sadness, Beauty, Melancholy, MonoNoAware, BlueMonday, Psychology, Art, Philosophy, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,NIGHT REFLECTION: КРАСА СМУТКУ. ЧОМУ МИ ЛЮБИМО СУМНІ ПІСНІ.,,,Europe/Riga,,,
NB-19.01-09-30-WorldTradition-Timkat,2026/01/19/NB-19.01-09-30-WorldTradition-Timkat.md,2026-01-19,09:01,"WorldTradition, Timkat, Ethiopia, Epiphany, ArkOfTheCovenant, Tabot, Gondar, Lalibela, History, Religion, LongRead, LoreSync, HauteCouture, CanonEOSR6",ГОТОВ,WORLD TRADITION: ТИМКАТ. ЭФИОПСКОЕ КРЕЩЕНИЕ И КОВЧЕГ ЗАВЕТА.,,,Europe/Riga,,,
NB-19.01-12-30-EthnoEast-Epiphany,2026/01/19/NB-19.01-12-30-EthnoEast-Epiphany.md,2026-01-19,12:01,"EthnoEast, Epiphany, Vodokhreshcha, Jordan, IceCross, Water, Purification, SlavicTradition, History, Religion, LongRead, LoreSync, HauteCouture, CanonEOSR6",ГОТОВ,ETHNO EAST: ВОДОХРЕЩА. ЙОРДАНСЬКА ВОДА І КРИЖАНИЙ ВОГОНЬ.,,,Europe/Riga,,,
NB-19.01-15-30-FolkBestiary-Vodyanoy,2026/01/19/NB-19.01-15-30-FolkBestiary-Vodyanoy.md,2026-01-19,15:01,"FolkBestiary, Vodyanoy, Rusalka, SlavicMythology, WaterSpirits, Epiphany, Winter, Folklore, LongRead, LoreSync, HauteCouture, CanonEOSR6",ГОТОВ,FOLK BESTIARY: ВОДЯНОЙ И РУСАЛКИ. ХОЗЯЕВА ЗИМНЕЙ РЕКИ.,,,Europe/Riga,,,
NB-19.01-18-30-CostumeCode-PilgrimWhite,2026/01/19/NB-19.01-18-30-CostumeCode-PilgrimWhite.md,2026-01-19,18:01,"CostumeCode, PilgrimWhite, Shamma, Ethiopia, Timkat, WhiteColor, Cotton, History, Religion, Fashion, LongRead, LoreSync, HauteCouture, CanonEOSR6",ГОТОВ,COSTUME CODE: БІЛИЙ ОДЯГ ПАЛОМНИКІВ. ЕФІОПСЬКА ШАММА І КОД ЧИСТОТИ.,,,Europe/Riga,,,
NB-19.01-21-30-GlobalView-WaterSacred,2026/01/19/NB-19.01-21-30-GlobalView-WaterSacred.md,2026-01-19,21:01,"GlobalView, Water, SacredWater, Ganges, Jordan, Onsen, Baptism, History, Religion, Ecology, LongRead, LoreSync, HauteCouture, CanonEOSR6",ГОТОВ,"GLOBAL VIEW: ВОДА КАК СВЯТЫНЯ. ГАНГ, ИОРДАН И МИРОВОЙ ОКЕАН.",,,Europe/Riga,,,
SW-19.01-10-00-Greeting-BlueBreakfast,2026/01/19/SW-19.01-10-00-Greeting-BlueBreakfast.md,2026-01-19,10:01,"Greeting, BlueBreakfast, BlueMajik, Spirulina, Anchan, ButterflyPea, SmoothieBowl, Health, Color, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,"GREETING: ГОЛУБОЙ ЗАВТРАК. СПИРУЛИНА, АНЧАН И НЕБЕСНЫЙ ЦВЕТ.",,,Europe/Riga,,,
SW-19.01-11-00-HolidayTaste-BlueberryPie,2026/01/19/SW-19.01-11-00-HolidayTaste-BlueberryPie.md,2026-01-19,11:01,"HolidayTaste, BlueberryPie, TwinPeaks, Pie, Berries, Baking, ComfortFood, Cinema, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,"HOLIDAY TASTE: ЧОРНИЧНИЙ ПИРІГ. КЛАСИКА З ""ТВІН ПІКС"" І СМАК ЛІСУ.",,,Europe/Riga,,,
SW-19.01-13-00-FlavorHorizon-BlueCheeseAndHoney,2026/01/19/SW-19.01-13-00-FlavorHorizon-BlueCheeseAndHoney.md,2026-01-19,13:01,"FlavorHorizon, BlueCheese, Honey, Gorgonzola, Roquefort, Pairing, Umami, Mold, History, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,FLAVOR HORIZON: ГОЛУБОЙ СЫР И МЕД. БОРЬБА СОЛЕНОГО И СЛАДКОГО.,,,Europe/Riga,,,
SW-19.01-14-00-TraditionRecipe-EthiopianCoffee,2026/01/19/SW-19.01-14-00-TraditionRecipe-EthiopianCoffee.md,2026-01-19,14:01,"TraditionRecipe, EthiopianCoffee, Buna, Jebena, Timkat, Popcorn, CoffeeCeremony, History, Ritual, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,TRADITION RECIPE: ЕФІОПСЬКА КАВА. НАРОДЖЕННЯ НАПОЮ ТА РИТУАЛ ДЖЕБЕНИ.,,,Europe/Riga,,,
SW-19.01-17-00-SweetHistory-SmoothieBlueMajik,2026/01/19/SW-19.01-17-00-SweetHistory-SmoothieBlueMajik.md,2026-01-19,17:01,"SweetHistory, Smoothie, BlueMajik, Spirulina, HealthTrend, California, History, Superfoods, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,SWEET HISTORY: ИСТОРИЯ СМУЗИ И РЕВОЛЮЦИЯ BLUE MAJIK.,,,Europe/Riga,,,
SW-19.01-20-00-NightTreat-LavenderMilk,2026/01/19/SW-19.01-20-00-NightTreat-LavenderMilk.md,2026-01-19,20:01,"NightTreat, LavenderMilk, MoonMilk, Sleep, Ritual, Relax, Provence, Recipe, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,NIGHT TREAT: ЛАВАНДОВЕ МОЛОКО. МІСЯЧНИЙ НАПІЙ ДЛЯ ГЛИБОКОГО СНУ.,,,Europe/Riga,,,
AC-20.01-09-00-Greeting-ChunjiePrep,2026/01/20/AC-20.01-09-00-Greeting-ChunjiePrep.md,2026-01-20,09:01,"Greeting, Chunjie, ChineseNewYear, RedColor, Cleaning, Luck, Nian, Tradition, History, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,GREETING: ПОДГОТОВКА К ЧУНЬЦЗЕ. КРАСНЫЙ ЦВЕТ И УБОРКА УДАЧИ.,,,Europe/Riga,,,
AC-20.01-10-00-MythOrigin-Nian,2026/01/20/AC-20.01-10-00-MythOrigin-Nian.md,2026-01-20,10:01,"MythOrigin, Nian, ChineseNewYear, Monster, RedColor, Firecrackers, SpringFestival, Mythology, History, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,"MYTH ORIGIN: НЯНЬ. ЧУДОВИСЬКО, ЩО БОЇТЬСЯ ЧЕРВОНОГО.",,,Europe/Riga,,,
AC-20.01-12-00-VisualArchetype-ChineseRed,2026/01/20/AC-20.01-12-00-VisualArchetype-ChineseRed.md,2026-01-20,12:01,"VisualArchetype, ChineseRed, Vermilion, Cinnabar, ColorPsychology, Luck, Chunjie, ForbiddenCity, History, Art, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,"VISUAL ARCHETYPE: КИТАЙСКИЙ КРАСНЫЙ. ЦВЕТ УДАЧИ, КРОВИ И ИМПЕРИИ.",,,Europe/Riga,,,
AC-20.01-15-00-SacredSpace-TempleOfHeaven,2026/01/20/AC-20.01-15-00-SacredSpace-TempleOfHeaven.md,2026-01-20,15:01,"SacredSpace, TempleOfHeaven, Beijing, China, Architecture, Ritual, FengShui, Geometry, History, Religion, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,SACRED SPACE: ХРАМ НЕБА. АРХІТЕКТУРА ДІАЛОГУ З КОСМОСОМ.,,,Europe/Riga,,,
AC-20.01-18-00-Symbolism-Dragon,2026/01/20/AC-20.01-18-00-Symbolism-Dragon.md,2026-01-20,18:01,"Symbolism, Dragon, ChineseDragon, Lung, Emperor, Water, Power, Mythology, History, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,SYMBOLISM: ДРАКОН. ПОВЕЛИТЕЛЬ ВОДЫ И СИМВОЛ ИМПЕРАТОРА.,,,Europe/Riga,,,
AC-20.01-21-00-NightReflection-CyclicalTime,2026/01/20/AC-20.01-21-00-NightReflection-CyclicalTime.md,2026-01-20,21:01,"NightReflection, CyclicalTime, ChineseNewYear, Zodiac, WheelOfTime, Philosophy, Seasons, Eternity, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,NIGHT REFLECTION: ЦИКЛІЧНІСТЬ ЧАСУ. КОЛЕСО ЗАМІСТЬ СТРІЛИ.,,,Europe/Riga,,,
NB-20.01-09-30-WorldTradition-ChunjieEve,2026/01/20/NB-20.01-09-30-WorldTradition-ChunjieEve.md,2026-01-20,09:01,"WorldTradition, Chunjie, ChineseNewYear, Eve, ReunionDinner, RedEnvelope, History, Tradition, Family, LongRead, LoreSync, HauteCouture, CanonEOSR6",ГОТОВ,WORLD TRADITION: ЧУНЬЦЗЕ. НАПЕРЕДОДНІ СВЯТА ВЕСНИ.,,,Europe/Riga,,,
NB-20.01-12-30-WorldTradition-Tamborrada,2026/01/20/NB-20.01-12-30-WorldTradition-Tamborrada.md,2026-01-20,12:01,"WorldTradition, Tamborrada, SanSebastian, Spain, Drums, Napoleon, Cook, Soldier, History, Festival, LongRead, LoreSync, HauteCouture, CanonEOSR6",ГОТОВ,WORLD TRADITION: ТАМБОРРАДА. 24 ЧАСА БАРАБАННОГО БОЯ В САН-СЕБАСТЬЯНЕ.,,,Europe/Riga,,,
NB-20.01-15-30-FolkBestiary-NianMonster,2026/01/20/NB-20.01-15-30-FolkBestiary-NianMonster.md,2026-01-20,15:01,"FolkBestiary, Nian, Monster, ChineseNewYear, LionDance, Mythology, Folklore, Psychology, LongRead, LoreSync, HauteCouture, CanonEOSR6",ГОТОВ,FOLK BESTIARY: НЯНЬ. АРХЕТИП СТРАХУ ТА ЙОГО ПЕРЕТВОРЕННЯ НА СВЯТО.,,,Europe/Riga,,,
NB-20.01-18-30-CostumeCode-TamborradaUniforms,2026/01/20/NB-20.01-18-30-CostumeCode-TamborradaUniforms.md,2026-01-20,18:01,"CostumeCode, TamborradaUniforms, SanSebastian, Napoleon, MilitaryFashion, Chefs, Hats, History, Irony, LongRead, LoreSync, HauteCouture, CanonEOSR6",ГОТОВ,COSTUME CODE: МУНДИРЫ БАРАБАНЩИКОВ. ИРОНИЯ ВОЕННОЙ МОДЫ.,,,Europe/Riga,,,
NB-20.01-21-30-GlobalView-LanternFestival,2026/01/20/NB-20.01-21-30-GlobalView-LanternFestival.md,2026-01-20,21:01,"GlobalView, LanternFestival, YuanXiaoJie, China, Vietnam, Thailand, Light, Hope, History, Tradition, LongRead, LoreSync, HauteCouture, CanonEOSR6",ГОТОВ,"GLOBAL VIEW: ФЕСТИВАЛЬ ЛІХТАРІВ. СВІТЛО, ЩО ВКАЗУЄ ШЛЯХ ДОДОМУ.",,,Europe/Riga,,,
SW-20.01-10-00-Greeting-ChineseSweets,2026/01/20/SW-20.01-10-00-Greeting-ChineseSweets.md,2026-01-20,10:01,"Greeting, ChineseSweets, Chunjie, RedBeanPaste, StickyRice, Texture, Symbolism, History, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,GREETING: КИТАЙСКИЕ СЛАДОСТИ. ДРУГАЯ ФИЛОСОФИЯ САХАРА.,,,Europe/Riga,,,
SW-20.01-11-00-HolidayTaste-Mooncake,2026/01/20/SW-20.01-11-00-HolidayTaste-Mooncake.md,2026-01-20,11:01,"HolidayTaste, Mooncake, Yuebing, MidAutumnFestival, SaltedEggYolk, History, Revolution, Recipe, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,HOLIDAY TASTE: МІСЯЧНИЙ ПРЯНИК (ЮЕБІН). СИМВОЛ ПОВНОТИ ТА ТАЄМНІ ПОСЛАННЯ.,,,Europe/Riga,,,
SW-20.01-13-00-TextureSync-GreenTeaRedBean,2026/01/20/SW-20.01-13-00-TextureSync-GreenTeaRedBean.md,2026-01-20,13:01,"TextureSync, GreenTea, Matcha, RedBean, Adzuki, Pairing, JapaneseDessert, Wagashi, Texture, History, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,TEXTURE SYNC: ЗЕЛЕНЫЙ ЧАЙ И КРАСНЫЕ БОБЫ. ГОРЕЧЬ И СЛАДОСТЬ ВОСТОКА.,,,Europe/Riga,,,
SW-20.01-14-00-TraditionRecipe-MandarinCake,2026/01/20/SW-20.01-14-00-TraditionRecipe-MandarinCake.md,2026-01-20,14:01,"TraditionRecipe, MandarinCake, OrangeCake, ChineseNewYear, Gold, Luck, Recipe, Citrus, WinterBaking, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,TRADITION RECIPE: МАНДАРИНОВИЙ КЕКС. СИМВОЛ ЗОЛОТА ТА ЩАСТЯ НА СТОЛІ.,,,Europe/Riga,,,
SW-20.01-17-00-SweetHistory-Tangyuan,2026/01/20/SW-20.01-17-00-SweetHistory-Tangyuan.md,2026-01-20,17:01,"SweetHistory, Tangyuan, RiceBalls, LanternFestival, Chunjie, Reunion, Sesame, History, Tradition, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,SWEET HISTORY: ТАНЪЮАНЬ. СЛАДКИЙ СУП ВОССОЕДИНЕНИЯ.,,,Europe/Riga,,,
SW-20.01-20-00-NightTreat-EggTart,2026/01/20/SW-20.01-20-00-NightTreat-EggTart.md,2026-01-20,20:01,"NightTreat, EggTart, DanTa, PortugueseEggTart, HongKong, Macau, Custard, History, Fusion, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,NIGHT TREAT: ЯЄЧНИЙ ТАРТ (DAN TA). ПОРТУГАЛЬСЬКИЙ СПАДОК У ГОНКОНЗІ.,,,Europe/Riga,,,
AC-21.01-09-00-Greeting-HuggingDay,2026/01/21/AC-21.01-09-00-Greeting-HuggingDay.md,2026-01-21,09:01,"Greeting, HuggingDay, Oxytocin, Touch, Psychology, Health, History, TactileHunger, Connection, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,GREETING: ДЕНЬ ОБЪЯТИЙ. ОКСИТОЦИНОВАЯ РЕВОЛЮЦИЯ И ТАКТИЛЬНЫЙ ГОЛОД.,,,Europe/Riga,,,
AC-21.01-10-00-AncientMemory-TouchEtiquette,2026/01/21/AC-21.01-10-00-AncientMemory-TouchEtiquette.md,2026-01-21,10:01,"AncientMemory, TouchEtiquette, History, Handshake, Kiss, Hug, SocialDistance, Psychology, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,ANCIENT MEMORY: ЕТИКЕТ ДОТИКІВ. ЯК ЛЮДИ ВЧИЛИСЯ ТОРКАТИСЯ ОДНЕ ОДНОГО.,,,Europe/Riga,,,
AC-21.01-12-00-MythOrigin-PsycheAndCupid,2026/01/21/AC-21.01-12-00-MythOrigin-PsycheAndCupid.md,2026-01-21,12:01,"MythOrigin, Psyche, Cupid, Eros, Trust, Soul, Love, Butterfly, Mythology, History, Psychology, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,MYTH ORIGIN: ПСИХЕЯ И АМУР. ЛЮБОВЬ В ТЕМНОТЕ И ИСПЫТАНИЕ ДОВЕРИЕМ.,,,Europe/Riga,,,
AC-21.01-15-00-SacredSense-Oxytocin,2026/01/21/AC-21.01-15-00-SacredSense-Oxytocin.md,2026-01-21,15:01,"SacredSense, Oxytocin, HuggingDay, Trust, Biology, Hormone, Love, Psychology, Chemistry, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,SACRED SENSE: ОКСИТОЦИН. ХІМІЯ ДОВІРИ ТА БІОЛОГІЯ ОБІЙМІВ.,,,Europe/Riga,,,
AC-21.01-18-00-Symbolism-HerculesKnot,2026/01/21/AC-21.01-18-00-Symbolism-HerculesKnot.md,2026-01-21,18:01,"Symbolism, HerculesKnot, ReefKnot, Marriage, Magic, Healing, History, Mythology, Jewelry, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,SYMBOLISM: УЗЕЛ ГЕРАКЛА. СИЛА СВЯЗИ И МАГИЯ ЗАЩИТЫ.,,,Europe/Riga,,,
AC-21.01-21-00-NightReflection-WarmthOfCloseness,2026/01/21/AC-21.01-21-00-NightReflection-WarmthOfCloseness.md,2026-01-21,21:01,"NightReflection, Closeness, Warmth, HuggingDay, Psychology, Evolution, SocialBonding, Sleep, LongRead, LoreSync, HauteCouture, Hasselblad",ГОТОВ,"NIGHT REFLECTION: ТЕПЛО БЛИЗЬКОСТІ. ЧОМУ НАМ ПОТРІБНЕ ""СТАДНЕ ПОЧУТТЯ"".",,,Europe/Riga,,,
NB-21.01-09-30-EthnoEast-DzienBabci,2026/01/21/NB-21.01-09-30-EthnoEast-DzienBabci.md,2026-01-21,09:01,"EthnoEast, DzienBabci, Poland, GrandmothersDay, Family, Tradition, History, Respect, Flowers, LongRead, LoreSync, HauteCouture, CanonEOSR6",ГОТОВ,ETHNO EAST: DZIEŃ BABCI. ПОЛЬСКИЙ КУЛЬТ БАБУШЕК И СИЛА РОДА.,,,Europe/Riga,,,
NB-21.01-12-30-WorldTradition-HuggingDayUSA,2026/01/21/NB-21.01-12-30-WorldTradition-HuggingDayUSA.md,2026-01-21,12:01,"WorldTradition, HuggingDay, USA, KevinZaborney, FreeHugs, SocialMovement, Psychology, History, Tradition, LongRead, LoreSync, HauteCouture, CanonEOSR6",ГОТОВ,WORLD TRADITION: HUGGING DAY. ЯК АМЕРИКАНСЬКИЙ СТУДЕНТ НАВЧИВ СВІТ ОБІЙМАТИСЯ.,,,Europe/Riga,,,
NB-21.01-15-30-FolkBestiary-BabaYaga,2026/01/21/NB-21.01-15-30-FolkBestiary-BabaYaga.md,2026-01-21,15:01,"FolkBestiary, BabaYaga, SlavicMythology, Witch, HutOnChickenLegs, Initiation, Mortar, History, Folklore, LongRead, LoreSync, HauteCouture, CanonEOSR6",ГОТОВ,FOLK BESTIARY: БАБА ЯГА. СТРАЖ ГРАНИЦЫ МЕЖДУ ЖИВЫМИ И МЕРТВЫМИ.,,,Europe/Riga,,,
NB-21.01-18-30-CostumeCode-KnittedShawl,2026/01/21/NB-21.01-18-30-CostumeCode-KnittedShawl.md,2026-01-21,18:01,"CostumeCode, KnittedShawl, Crochet, Knitting, Grandmother, Hug, Fashion, Comfort, History, LongRead, LoreSync, HauteCouture, CanonEOSR6",ГОТОВ,COSTUME CODE: В'ЯЗАНА ШАЛЬ. СИМВОЛ БАБУСИНОЇ ТУРБОТИ ТА МОДНИЙ ТРЕНД.,,,Europe/Riga,,,
NB-21.01-21-30-GlobalView-FemaleAncestors,2026/01/21/NB-21.01-21-30-GlobalView-FemaleAncestors.md,2026-01-21,21:01,"GlobalView, FemaleAncestors, Matriarchs, Grandmothers, Mexico, China, Africa, History, Religion, Genealogy, LongRead, LoreSync, HauteCouture, CanonEOSR6",ГОТОВ,"GLOBAL VIEW: КУЛЬТ ПРЕДКОВ-ЖЕНЩИН. МАТРИАРХИ, КОТОРЫЕ ДЕРЖАТ НЕБО.",,,Europe/Riga,,,
SW-21.01-10-00-Greeting-WarmDesserts,2026/01/21/SW-21.01-10-00-Greeting-WarmDesserts.md,2026-01-21,10:01,"Greeting, WarmDesserts, ComfortFood, HuggingDay, Pudding, HotChocolate, Cinnamon, Psychology, Hygge, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,GREETING: ТЕПЛЫЕ ДЕСЕРТЫ. ПСИХОЛОГИЯ КОМФОРТНОЙ ЕДЫ В ХОЛОДНЫЙ ДЕНЬ.,,,Europe/Riga,,,
SW-21.01-11-00-HolidayTaste-HotChocolateMarshmallow,2026/01/21/SW-21.01-11-00-HolidayTaste-HotChocolateMarshmallow.md,2026-01-21,11:01,"HolidayTaste, HotChocolate, Marshmallow, Cocoa, WinterDrink, ComfortFood, HuggingDay, History, Recipe, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,HOLIDAY TASTE: ГАРЯЧИЙ ШОКОЛАД З МАРШМЕЛЛОУ. АМЕРИКАНСЬКА МРІЯ В ЧАШЦІ.,,,Europe/Riga,,,
SW-21.01-13-00-FlavorHorizon-HoneyAndMilk,2026/01/21/SW-21.01-13-00-FlavorHorizon-HoneyAndMilk.md,2026-01-21,13:01,"FlavorHorizon, Honey, Milk, PromisedLand, Pairing, Chemistry, MaillardReaction, History, Bible, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,FLAVOR HORIZON: МЕД И МОЛОКО. БИБЛЕЙСКИЙ ВКУС ЗЕМЛИ ОБЕТОВАННОЙ.,,,Europe/Riga,,,
SW-21.01-14-00-TraditionRecipe-GingerbreadMen,2026/01/21/SW-21.01-14-00-TraditionRecipe-GingerbreadMen.md,2026-01-21,14:01,"TraditionRecipe, GingerbreadMen, Ginger, Spices, QueenElizabethI, FairyTale, Runaway, Recipe, History, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,TRADITION RECIPE: ІМБИРНІ ЧОЛОВІЧКИ. КАЗКА ПРО ВТЕЧУ ТА ПРЯНОЩІ.,,,Europe/Riga,,,
SW-21.01-17-00-SweetHistory-Charlotte,2026/01/21/SW-21.01-17-00-SweetHistory-Charlotte.md,2026-01-21,17:01,"SweetHistory, Charlotte, ApplePie, QueenCharlotte, Russia, SovietCuisine, Biscuit, History, Recipe, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,SWEET HISTORY: ШАРЛОТКА. ОТ КОРОЛЕВСКОГО ПУДИНГА ДО СОВЕТСКОГО БИСКВИТА.,,,Europe/Riga,,,
SW-21.01-20-00-NightTreat-WarmPudding,2026/01/21/SW-21.01-20-00-NightTreat-WarmPudding.md,2026-01-21,20:01,"NightTreat, WarmPudding, BreadAndButterPudding, Britain, ComfortFood, HuggingDay, VanillaSauce, History, Recipe, LongRead, LoreSync, HauteCouture, PhaseOne",ГОТОВ,NIGHT TREAT: ТЕПЛИЙ ПУДИНГ. БРИТАНСЬКА ТРАДИЦІЯ ЗАТИШКУ.,,,Europe/Riga,,,
AC-22.01-09-00-Greeting-UnityDay,2026/01/22/AC-22.01-09-00-Greeting-UnityDay.md,2026-01-22,09:01,"Greeting, DeepDive, Ukraine, History, Symbolism, PhaseOne",ГОТОВ,GREETING: ДЕНЬ СОБОРНОСТИ УКРАИНЫ (RU),,,Europe/Riga,,,
AC-22.01-10-00-History-ActZluky,2026/01/22/AC-22.01-10-00-History-ActZluky.md,2026-01-22,10:01,"History, Ukraine, ActZluky, 1919, DeepDive, PhaseOne",ГОТОВ,HISTORY: АКТ ЗЛУКИ. ІСТОРИЧНИЙ КОНТЕКСТ (UA),,,Europe/Riga,,,
AC-22.01-12-00-Legend-BundleOfSticks,2026/01/22/AC-22.01-12-00-Legend-BundleOfSticks.md,2026-01-22,12:01,"Legend, Parable, Scythians, Kubrat, Unity, DeepDive, PhaseOne",ГОТОВ,LEGEND: ПРИТЧА О ПРУТЬЯХ. КОД СИЛЫ (RU),,,Europe/Riga,,,
